Term|Overlap|P.value|Adjusted.P.value|Old.P.value|Old.Adjusted.P.value|Odds.Ratio|Combined.Score|Genes|cluster
3730|regulation of B cell apoptotic process (GO:0002902)|1/10|0.143784249875448|0.944312776209024|0|0|6.49350649350649|12.5937751148115|AURKB|2
3731|low-density lipoprotein particle receptor catabolic process (GO:0032802)|1/10|0.143784249875448|0.943099006573794|0|0|6.49350649350649|12.5937751148115|AP2S1|2
3732|regulation of synapse maturation (GO:0090128)|1/10|0.143784249875448|0.941888353163558|0|0|6.49350649350649|12.5937751148115|CDC20|2
3733|protein deglycosylation (GO:0006517)|1/10|0.143784249875448|0.940680803992835|0|0|6.49350649350649|12.5937751148115|PARK7|2
3734|negative regulation of sodium ion transmembrane transport (GO:1902306)|1/10|0.143784249875448|0.939476347137531|0|0|6.49350649350649|12.5937751148115|COMMD1|2
3735|positive regulation of calcium ion import (GO:0090280)|1/10|0.143784249875448|0.938274970734542|0|0|6.49350649350649|12.5937751148115|CCL2|2
3736|regulation of cellular respiration (GO:0043457)|1/10|0.143784249875448|0.937076662981369|0|0|6.49350649350649|12.5937751148115|PRELID1|2
3737|neuron projection regeneration (GO:0031102)|1/10|0.143784249875448|0.935881412135729|0|0|6.49350649350649|12.5937751148115|DHFR|2
3738|negative regulation of oxidative stress-induced neuron death (GO:1903204)|1/10|0.143784249875448|0.934689206515174|0|0|6.49350649350649|12.5937751148115|PARK7|2
3739|macrophage chemotaxis (GO:0048246)|1/10|0.143784249875448|0.933500034496707|0|0|6.49350649350649|12.5937751148115|CCL2|2
3740|establishment of spindle localization (GO:0051293)|1/10|0.143784249875448|0.932313884516406|0|0|6.49350649350649|12.5937751148115|NUSAP1|2
3741|mitotic nuclear envelope reassembly (GO:0007084)|1/10|0.143784249875448|0.93113074506905|0|0|6.49350649350649|12.5937751148115|BANF1|2
3742|cellular biogenic amine metabolic process (GO:0006576)|1/10|0.143784249875448|0.929950604707746|0|0|6.49350649350649|12.5937751148115|ODC1|2
3743|positive regulation of bone remodeling (GO:0046852)|1/10|0.143784249875448|0.928773452043559|0|0|6.49350649350649|12.5937751148115|SPP1|2
3744|regulation of single stranded viral RNA replication via double stranded DNA intermediate (GO:0045091)|1/10|0.143784249875448|0.927599275745147|0|0|6.49350649350649|12.5937751148115|TOP2A|2
3745|positive regulation of intracellular steroid hormone receptor signaling pathway (GO:0033145)|1/10|0.143784249875448|0.926428064538399|0|0|6.49350649350649|12.5937751148115|PARK7|2
3746|creatine metabolic process (GO:0006600)|1/10|0.143784249875448|0.925259807206068|0|0|6.49350649350649|12.5937751148115|GATM|2
3747|negative regulation of gluconeogenesis (GO:0045721)|1/10|0.143784249875448|0.92409449258742|0|0|6.49350649350649|12.5937751148115|PGP|2
3748|nuclear pore complex assembly (GO:0051292)|1/10|0.143784249875448|0.922932109577876|0|0|6.49350649350649|12.5937751148115|NDC1|2
3749|regulation of granulocyte differentiation (GO:0030852)|1/10|0.143784249875448|0.921772647128658|0|0|6.49350649350649|12.5937751148115|C1QC|2
3750|glycerolipid metabolic process (GO:0046486)|1/10|0.143784249875448|0.920616094246439|0|0|6.49350649350649|12.5937751148115|PGP|2
3751|primary miRNA processing (GO:0031053)|1/10|0.143784249875448|0.919462439992997|0|0|6.49350649350649|12.5937751148115|HNRNPA2B1|2
3752|positive regulation of T cell apoptotic process (GO:0070234)|1/10|0.143784249875448|0.918311673484871|0|0|6.49350649350649|12.5937751148115|PRELID1|2
3753|macrophage migration (GO:1905517)|1/10|0.143784249875448|0.917163783893015|0|0|6.49350649350649|12.5937751148115|CCL2|2
3754|regulation of histone phosphorylation (GO:0033127)|1/10|0.143784249875448|0.916018760442461|0|0|6.49350649350649|12.5937751148115|H2AFY|2
3755|nucleoside metabolic process (GO:0009116)|1/10|0.143784249875448|0.914876592411985|0|0|6.49350649350649|12.5937751148115|ERH|2
3756|regulation of cytoplasmic translation (GO:2000765)|1/10|0.143784249875448|0.913737269133763|0|0|6.49350649350649|12.5937751148115|YBX3|2
3757|regulation of DNA damage checkpoint (GO:2000001)|1/10|0.143784249875448|0.912600779993049|0|0|6.49350649350649|12.5937751148115|RPA2|2
3758|positive regulation of smooth muscle cell migration (GO:0014911)|1/10|0.143784249875448|0.911467114427841|0|0|6.49350649350649|12.5937751148115|AIF1|2
3759|positive regulation of bone resorption (GO:0045780)|1/10|0.143784249875448|0.91033626192855|0|0|6.49350649350649|12.5937751148115|SPP1|2
3760|negative regulation of stem cell differentiation (GO:2000737)|1/10|0.143784249875448|0.909208212037685|0|0|6.49350649350649|12.5937751148115|HNRNPU|2
3761|telomere maintenance via recombination (GO:0000722)|1/10|0.143784249875448|0.908082954349519|0|0|6.49350649350649|12.5937751148115|SMC6|2
3762|regulation of mRNA 3'-end processing (GO:0031440)|1/10|0.143784249875448|0.90696047850978|0|0|6.49350649350649|12.5937751148115|NUDT21|2
3763|positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002824)|1/10|0.143784249875448|0.905840774215323|0|0|6.49350649350649|12.5937751148115|CCR2|2
3764|regulation of plasminogen activation (GO:0010755)|1/10|0.143784249875448|0.904723831213824|0|0|6.49350649350649|12.5937751148115|ENO1|2
3765|regulation of T cell apoptotic process (GO:0070232)|1/10|0.143784249875448|0.903609639303463|0|0|6.49350649350649|12.5937751148115|PRELID1|2
3766|regulation of T cell chemotaxis (GO:0010819)|1/10|0.143784249875448|0.90249818833261|0|0|6.49350649350649|12.5937751148115|CCR2|2
3767|phosphorylation (GO:0016310)|9/387|0.144967679998053|0.908808441068877|0|0|1.51011778918756|2.91640661125316|PLK4;CDK4;PLK1;PGK1;CDK1;BIRC5;CCL2;AURKB;AURKA|2
3768|positive regulation of transcription, DNA-templated (GO:0045893)|22/1121|0.145539078483968|0.911271064421701|0|0|1.27437237160698|2.45611144104255|CD74;ELOF1;H2AFZ;UHRF1;ALYREF;CNBP;ATAD2;HMGB2;CKAP2;HNRNPU;PARK7;HMGB1;MRPL12;HNRNPAB;CKS1B;TFDP1;PSMC3;CKS2;SPP1;RAN;PF4;HMGN1|2
3769|positive regulation of interferon-gamma production (GO:0032729)|2/44|0.147053521372157|0.919625146522202|0|0|2.95159386068477|5.65808343418353|PYCARD;CCR2|2
3770|regulation of B cell proliferation (GO:0030888)|2/44|0.147053521372157|0.918499534347756|0|0|2.95159386068477|5.65808343418353|CD74;MIF|2
3771|RNA catabolic process (GO:0006401)|2/44|0.147053521372157|0.917376674281316|0|0|2.95159386068477|5.65808343418353|RNASEH2C;RNASEH2B|2
3772|positive regulation of interleukin-6 production (GO:0032755)|2/44|0.147053521372157|0.916256556241901|0|0|2.95159386068477|5.65808343418353|PYCARD;HMGB1|2
3773|substantia nigra development (GO:0021762)|2/44|0.147053521372157|0.915139170197704|0|0|2.95159386068477|5.65808343418353|YWHAQ;ATP5F1|2
3774|nucleobase-containing compound catabolic process (GO:0034655)|2/44|0.147053521372157|0.914024506165794|0|0|2.95159386068477|5.65808343418353|RNASEH2C;RNASEH2B|2
3775|apoptotic process (GO:0006915)|6/232|0.149489699340567|0.928036418168992|0|0|1.67935512763099|3.1916610880942|PYCARD;EIF5A;LY86;TSPO;GAPDH;CIT|2
3776|amide biosynthetic process (GO:0043604)|2/45|0.152409488724311|0.945012905176377|0|0|2.88600288600289|5.42910353736578|ARG1;ATPIF1|2
3777|positive regulation of interleukin-8 production (GO:0032757)|2/45|0.152409488724311|0.943866044854561|0|0|2.88600288600289|5.42910353736578|PYCARD;PARK7|2
3778|inorganic anion transport (GO:0015698)|2/45|0.152409488724311|0.942721964800192|0|0|2.88600288600289|5.42910353736578|RACGAP1;CLIC1|2
3779|Fc-epsilon receptor signaling pathway (GO:0038095)|5/183|0.152854529701546|0.94433010298667|0|0|1.77418210205095|3.33239052611254|PSMB6;PSMB7;PSMA4;IGKC;PSMC3|2
3780|Fc receptor signaling pathway (GO:0038093)|5/184|0.155289551696156|0.958213521530208|0|0|1.76453980801807|3.28639156777035|PSMB6;PSMB7;PSMA4;IGKC;PSMC3|2
3781|regulation of tumor necrosis factor biosynthetic process (GO:0042534)|1/11|0.156976549338037|0.967453298637687|0|0|5.90318772136954|10.9306897996687|CCR2|2
3782|negative regulation of nuclear division (GO:0051784)|1/11|0.156976549338037|0.966286286214722|0|0|5.90318772136954|10.9306897996687|FBXO5|2
3783|regulation of hydrogen peroxide-induced cell death (GO:1903205)|1/11|0.156976549338037|0.965122085869885|0|0|5.90318772136954|10.9306897996687|PARK7|2
3784|T-helper cell differentiation (GO:0042093)|1/11|0.156976549338037|0.963960687451269|0|0|5.90318772136954|10.9306897996687|HMGB1|2
3785|I-kappaB phosphorylation (GO:0007252)|1/11|0.156976549338037|0.962802080855775|0|0|5.90318772136954|10.9306897996687|PRDX4|2
3786|urea cycle (GO:0000050)|1/11|0.156976549338037|0.961646256028817|0|0|5.90318772136954|10.9306897996687|ARG1|2
3787|endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000479)|1/11|0.156976549338037|0.960493202964034|0|0|5.90318772136954|10.9306897996687|RPSA|2
3788|myeloid cell activation involved in immune response (GO:0002275)|1/11|0.156976549338037|0.959342911702999|0|0|5.90318772136954|10.9306897996687|PYCARD|2
3789|internal protein amino acid acetylation (GO:0006475)|1/11|0.156976549338037|0.958195372334934|0|0|5.90318772136954|10.9306897996687|HAT1|2
3790|negative regulation of peptide secretion (GO:0002792)|1/11|0.156976549338037|0.957050574996421|0|0|5.90318772136954|10.9306897996687|CD74|2
3791|negative regulation of histone acetylation (GO:0035067)|1/11|0.156976549338037|0.955908509871127|0|0|5.90318772136954|10.9306897996687|SET|2
3792|synaptonemal complex assembly (GO:0007130)|1/11|0.156976549338037|0.954769167189517|0|0|5.90318772136954|10.9306897996687|SYCE2|2
3793|regulation of chromatin binding (GO:0035561)|1/11|0.156976549338037|0.953632537228577|0|0|5.90318772136954|10.9306897996687|GMNN|2
3794|negative regulation of cell division (GO:0051782)|1/11|0.156976549338037|0.952498610311539|0|0|5.90318772136954|10.9306897996687|AURKB|2
3795|negative regulation of protein localization to cell surface (GO:2000009)|1/11|0.156976549338037|0.951367376807606|0|0|5.90318772136954|10.9306897996687|COMMD1|2
3796|positive regulation of T cell receptor signaling pathway (GO:0050862)|1/11|0.156976549338037|0.950238827131678|0|0|5.90318772136954|10.9306897996687|KCNN4|2
3797|arginine metabolic process (GO:0006525)|1/11|0.156976549338037|0.949112951744081|0|0|5.90318772136954|10.9306897996687|ARG1|2
3798|modulation by host of viral genome replication (GO:0044827)|1/11|0.156976549338037|0.947989741150301|0|0|5.90318772136954|10.9306897996687|NUCKS1|2
3799|negative regulation of chemotaxis (GO:0050922)|1/11|0.156976549338037|0.946869185900715|0|0|5.90318772136954|10.9306897996687|AIF1|2
3800|inhibition of cysteine-type endopeptidase activity involved in apoptotic process (GO:1990001)|1/11|0.156976549338037|0.945751276590324|0|0|5.90318772136954|10.9306897996687|BIRC5|2
3801|methylation-dependent chromatin silencing (GO:0006346)|1/11|0.156976549338037|0.944636003858496|0|0|5.90318772136954|10.9306897996687|HELLS|2
3802|positive regulation of sodium ion transmembrane transporter activity (GO:2000651)|1/11|0.156976549338037|0.943523358388698|0|0|5.90318772136954|10.9306897996687|GLRX|2
3803|low-density lipoprotein receptor particle metabolic process (GO:0032799)|1/11|0.156976549338037|0.942413330908241|0|0|5.90318772136954|10.9306897996687|AP2S1|2
3804|positive regulation of glucose metabolic process (GO:0010907)|1/11|0.156976549338037|0.941305912188019|0|0|5.90318772136954|10.9306897996687|ARPP19|2
3805|regulation of mRNA polyadenylation (GO:1900363)|1/11|0.156976549338037|0.940201093042259|0|0|5.90318772136954|10.9306897996687|NUDT21|2
3806|synaptonemal complex organization (GO:0070193)|1/11|0.156976549338037|0.939098864328259|0|0|5.90318772136954|10.9306897996687|SYCE2|2
3807|hepatocyte growth factor receptor signaling pathway (GO:0048012)|1/11|0.156976549338037|0.937999216946141|0|0|5.90318772136954|10.9306897996687|STMN1|2
3808|mitochondrial gene expression (GO:0140053)|2/46|0.157803185063424|0.941835851904859|0|0|2.82326369282891|5.21289296046075|MRPL51;MRPL12|2
3809|protein complex subunit organization (GO:0071822)|2/46|0.157803185063424|0.940735576376933|0|0|2.82326369282891|5.21289296046075|NDC1;NUF2|2
3810|regulation of protein targeting to mitochondrion (GO:1903214)|3/89|0.157921907925102|0.940344802965922|0|0|2.18882241354151|4.03981020380277|PSMB7;ATPIF1;SAE1|2
3811|phagocytosis (GO:0006909)|4/136|0.158369976860631|0.94191374349627|0|0|1.90985485103132|3.51952130937368|MSR1;IGKC;HMGB1;AIF1|2
3812|regulation of neuron apoptotic process (GO:0043523)|3/90|0.161630753473236|0.96018828285672|0|0|2.16450216450216|3.94467715336536|SET;CCL2;PARK7|2
3813|protein methylation (GO:0006479)|2/47|0.16323218959138|0.96857425986606|0|0|2.76319425255595|5.00851510295151|RPS2;EZH2|2
3814|regulation of generation of precursor metabolites and energy (GO:0043467)|2/47|0.16323218959138|0.967449318797691|0|0|2.76319425255595|5.00851510295151|NDC1;PGAM1|2
3815|regulation of GTPase activity (GO:0043087)|5/189|0.167701551936668|0.992785405490508|0|0|1.717858860716|3.06735613954527|RACGAP1;CCL4;CCL2;CCL17;EZH2|2
3816|regulation of intrinsic apoptotic signaling pathway (GO:2001242)|2/48|0.168694146678225|0.997504322710294|0|0|2.70562770562771|4.81511901153652|PYCARD;S100A9|2
3817|cellular response to lipopolysaccharide (GO:0071222)|3/92|0.169126242958811|0.998901872475478|0|0|2.11744776962168|3.76293727378932|PYCARD;HMGB2;CCL2|2
3818|rRNA 3'-end processing (GO:0031125)|1/12|0.169966236115744|1|0|0|5.41125541125541|9.58958589145849|RPSA|2
3819|positive regulation of lyase activity (GO:0051349)|1/12|0.169966236115744|1|0|0|5.41125541125541|9.58958589145849|PARK7|2
3820|signal transduction involved in G2 DNA damage checkpoint (GO:0072425)|1/12|0.169966236115744|1|0|0|5.41125541125541|9.58958589145849|PLK1|2
3821|peptidyl-arginine modification (GO:0018195)|1/12|0.169966236115744|0.999236984906268|0|0|5.41125541125541|9.58958589145849|PARK7|2
3822|positive regulation of interleukin-1 production (GO:0032732)|1/12|0.169966236115744|0.998087114958159|0|0|5.41125541125541|9.58958589145849|HMGB1|2
3823|negative regulation of ATPase activity (GO:0032780)|1/12|0.169966236115744|0.996939888389242|0|0|5.41125541125541|9.58958589145849|ATPIF1|2
3824|regulation of protein glycosylation (GO:0060049)|1/12|0.169966236115744|0.99579529609488|0|0|5.41125541125541|9.58958589145849|HPF1|2
3825|modification-dependent macromolecule catabolic process (GO:0043632)|1/12|0.169966236115744|0.994653329012202|0|0|5.41125541125541|9.58958589145849|UBL4A|2
3826|regulation of cholesterol storage (GO:0010885)|1/12|0.169966236115744|0.993513978119863|0|0|5.41125541125541|9.58958589145849|MSR1|2
3827|cellular response to arsenic-containing substance (GO:0071243)|1/12|0.169966236115744|0.992377234437804|0|0|5.41125541125541|9.58958589145849|HNRNPA1|2
3828|positive regulation of T-helper 1 type immune response (GO:0002827)|1/12|0.169966236115744|0.991243089027018|0|0|5.41125541125541|9.58958589145849|CCR2|2
3829|regulation of cholesterol homeostasis (GO:2000188)|1/12|0.169966236115744|0.990111532989316|0|0|5.41125541125541|9.58958589145849|RALY|2
3830|pre-mRNA cleavage required for polyadenylation (GO:0098789)|1/12|0.169966236115744|0.988982557467093|0|0|5.41125541125541|9.58958589145849|NUDT21|2
3831|positive regulation of keratinocyte differentiation (GO:0045618)|1/12|0.169966236115744|0.987856153643099|0|0|5.41125541125541|9.58958589145849|H2AFY|2
3832|response to axon injury (GO:0048678)|1/12|0.169966236115744|0.986732312740205|0|0|5.41125541125541|9.58958589145849|DHFR|2
3833|polyamine metabolic process (GO:0006595)|1/12|0.169966236115744|0.985611026021182|0|0|5.41125541125541|9.58958589145849|ODC1|2
3834|plasminogen activation (GO:0031639)|1/12|0.169966236115744|0.984492284788468|0|0|5.41125541125541|9.58958589145849|PGK1|2
3835|negative regulation by host of viral transcription (GO:0043922)|1/12|0.169966236115744|0.983376080383946|0|0|5.41125541125541|9.58958589145849|CCL4|2
3836|positive regulation of peptidase activity (GO:0010952)|1/12|0.169966236115744|0.982262404188721|0|0|5.41125541125541|9.58958589145849|PRELID1|2
3837|purine nucleoside monophosphate biosynthetic process (GO:0009127)|1/12|0.169966236115744|0.981151247622897|0|0|5.41125541125541|9.58958589145849|IMPDH2|2
3838|ribosomal subunit export from nucleus (GO:0000054)|1/12|0.169966236115744|0.980042602145357|0|0|5.41125541125541|9.58958589145849|RAN|2
3839|aromatic compound biosynthetic process (GO:0019438)|1/12|0.169966236115744|0.978936459253545|0|0|5.41125541125541|9.58958589145849|PSAT1|2
3840|L-serine metabolic process (GO:0006563)|1/12|0.169966236115744|0.977832810483248|0|0|5.41125541125541|9.58958589145849|PSAT1|2
3841|PERK-mediated unfolded protein response (GO:0036499)|1/12|0.169966236115744|0.976731647408379|0|0|5.41125541125541|9.58958589145849|CCL2|2
3842|transcription from mitochondrial promoter (GO:0006390)|1/12|0.169966236115744|0.975632961640766|0|0|5.41125541125541|9.58958589145849|MRPL12|2
3843|regulation of vascular endothelial cell proliferation (GO:1905562)|1/12|0.169966236115744|0.974536744829933|0|0|5.41125541125541|9.58958589145849|HMGB1|2
3844|positive regulation of mRNA metabolic process (GO:1903313)|1/12|0.169966236115744|0.973442988662896|0|0|5.41125541125541|9.58958589145849|NUDT21|2
3845|regulation of sister chromatid cohesion (GO:0007063)|1/12|0.169966236115744|0.972351684863947|0|0|5.41125541125541|9.58958589145849|RAD21|2
3846|positive regulation of neuron migration (GO:2001224)|1/12|0.169966236115744|0.971262825194446|0|0|5.41125541125541|9.58958589145849|KIF20B|2
3847|regulation of catabolic process (GO:0009894)|1/12|0.169966236115744|0.970176401452618|0|0|5.41125541125541|9.58958589145849|ODC1|2
3848|regulation of cell proliferation (GO:0042127)|15/741|0.171903773121669|0.980139613675839|0|0|1.31447499868552|2.31455441574082|CDKN2D;EIF5A;TIPIN;CDKN2C;CNBP;HMGB2;NAP1L1;EMP3;RBBP4;CDK4;PRC1;BIRC5;KIF20B;CDKN3;PF4|2
3849|response to lipid (GO:0033993)|4/141|0.17320824930251|0.986475107355703|0|0|1.84212950170397|3.22973317715876|CDKN2D;HMGB2;SPP1;PF4|2
3850|positive regulation of Wnt signaling pathway (GO:0030177)|4/141|0.17320824930251|0.985375358072141|0|0|1.84212950170397|3.22973317715876|PSMB6;PSMB7;PSMA4;PSMC3|2
3851|regulation of cell cycle arrest (GO:0071156)|2/49|0.174186764461618|0.989838595821422|0|0|2.65041081367612|4.63193001969431|CDK4;MIF|2
3852|pattern recognition receptor signaling pathway (GO:0002221)|2/49|0.174186764461618|0.988737551777127|0|0|2.65041081367612|4.63193001969431|HMGB1;S100A9|2
3853|cellular macromolecule catabolic process (GO:0044265)|2/49|0.174186764461618|0.987638954497374|0|0|2.65041081367612|4.63193001969431|RNASEH2C;RNASEH2B|2
3854|positive regulation of GTPase activity (GO:0043547)|5/193|0.177903583234488|1|0|0|1.68225556826593|2.90443702083762|CCL4;CCL2;RANGAP1;CCL17;EZH2|2
3855|non-recombinational repair (GO:0000726)|2/50|0.179707813401232|1|0|0|2.5974025974026|4.45824157373027|H2AFX;NSD2|2
3856|protein heterooligomerization (GO:0051291)|2/50|0.179707813401232|1|0|0|2.5974025974026|4.45824157373027|CD74;NUDT21|2
3857|organic hydroxy compound biosynthetic process (GO:1901617)|2/50|0.179707813401232|1|0|0|2.5974025974026|4.45824157373027|PSAT1;PARK7|2
3858|glutathione metabolic process (GO:0006749)|2/50|0.179707813401232|1|0|0|2.5974025974026|4.45824157373027|EEF1G;PARK7|2
3859|regulation of megakaryocyte differentiation (GO:0045652)|2/50|0.179707813401232|1|0|0|2.5974025974026|4.45824157373027|HMGB2;PF4|2
3860|establishment of protein localization to mitochondrion (GO:0072655)|2/50|0.179707813401232|1|0|0|2.5974025974026|4.45824157373027|NDUFB8;TSPO|2
3861|positive regulation of response to DNA damage stimulus (GO:2001022)|2/50|0.179707813401232|1|0|0|2.5974025974026|4.45824157373027|PCNA;H2AFX|2
3862|modulation by virus of host process (GO:0019054)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|KPNA2|2
3863|DNA strand elongation (GO:0022616)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|GINS2|2
3864|positive regulation of histone H3-K4 methylation (GO:0051571)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|DNMT1|2
3865|regulation of nitric-oxide synthase biosynthetic process (GO:0051769)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|CCL2|2
3866|signal transduction involved in DNA damage checkpoint (GO:0072422)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|PLK1|2
3867|regulation of granulocyte chemotaxis (GO:0071622)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|KIF20B|2
3868|regulation of viral life cycle (GO:1903900)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|PPIA|2
3869|regulation of cell aging (GO:0090342)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|MIF|2
3870|steroid catabolic process (GO:0006706)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|SPP1|2
3871|negative regulation of mRNA splicing, via spliceosome (GO:0048025)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|SRSF7|2
3872|chromatin assembly or disassembly (GO:0006333)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|RBBP4|2
3873|mRNA cleavage involved in mRNA processing (GO:0098787)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|NUDT21|2
3874|serine family amino acid biosynthetic process (GO:0009070)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|PSAT1|2
3875|regulation of cAMP metabolic process (GO:0030814)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|PF4|2
3876|copper ion homeostasis (GO:0055070)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|COMMD1|2
3877|response to UV-B (GO:0010224)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|CRIP1|2
3878|positive regulation of muscle contraction (GO:0045933)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|ENO1|2
3879|negative regulation of reactive oxygen species biosynthetic process (GO:1903427)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|PARK7|2
3880|positive regulation of alpha-beta T cell proliferation (GO:0046641)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|CCR2|2
3881|regulation of cytolysis (GO:0042268)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|PF4|2
3882|regulation of retinoic acid receptor signaling pathway (GO:0048385)|1/13|0.1827564119214|1|0|0|4.995004995005|8.48951596011252|EZH2|2
3883|transcription elongation from RNA polymerase II promoter (GO:0006368)|3/96|0.184407318189097|1|0|0|2.02922077922078|3.43061745567224|ELOF1;ELOB;SSRP1|2
3884|regulation of cellular protein metabolic process (GO:0032268)|2/51|0.185255124911252|1|0|0|2.54647313470843|4.29340807321248|RBM3;UHRF1|2
3885|double-strand break repair via nonhomologous end joining (GO:0006303)|2/51|0.185255124911252|1|0|0|2.54647313470843|4.29340807321248|H2AFX;NSD2|2
3886|epithelial cell differentiation (GO:0030855)|3/97|0.188283667898949|1|0|0|2.00830097737314|3.3534721814551|PCNA;PGK1;CDK1|2
3887|regulation of apoptotic process (GO:0042981)|16/816|0.19359309113755|1|0|0|1.27323656735421|2.0906503578424|TOP2A;CD74;PRELID1;PLK1;RPS6;MIF;PA2G4;PARK7;HMGB1;PYCARD;LGALS1;ANP32E;CDK1;BIRC5;ANP32B;MAD2L1|2
3888|negative regulation of hydrogen peroxide-induced cell death (GO:1903206)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|PARK7|2
3889|ribonucleoside monophosphate biosynthetic process (GO:0009156)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|IMPDH2|2
3890|clathrin coat assembly (GO:0048268)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|AP2S1|2
3891|lipid particle organization (GO:0034389)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|PPIA|2
3892|establishment of mitotic spindle orientation (GO:0000132)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|CENPA|2
3893|regulation of phosphate metabolic process (GO:0019220)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|MCM7|2
3894|pore complex assembly (GO:0046931)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|NDC1|2
3895|positive regulation of response to cytokine stimulus (GO:0060760)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|CD74|2
3896|negative regulation of Rho protein signal transduction (GO:0035024)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|STMN1|2
3897|DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|RPS27L|2
3898|regulation of monocyte differentiation (GO:0045655)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|CD74|2
3899|negative regulation of secretion (GO:0051048)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|CD74|2
3900|regulation of lymphocyte differentiation (GO:0045619)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|PRELID1|2
3901|purine-containing compound salvage (GO:0043101)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|DCK|2
3902|cellular response to osmotic stress (GO:0071470)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|YBX3|2
3903|metallo-sulfur cluster assembly (GO:0031163)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|NUBP1|2
3904|negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902236)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|PARK7|2
3905|negative regulation of smooth muscle cell migration (GO:0014912)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|AIF1|2
3906|purine nucleotide catabolic process (GO:0006195)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|HINT1|2
3907|nucleoside triphosphate metabolic process (GO:0009141)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|DCTPP1|2
3908|positive regulation of purine nucleotide metabolic process (GO:1900544)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|PF4|2
3909|regulation of adaptive immune response (GO:0002819)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|PYCARD|2
3910|negative regulation of cation transmembrane transport (GO:1904063)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|COMMD1|2
3911|positive regulation of interleukin-8 secretion (GO:2000484)|1/14|0.195350131199224|1|0|0|4.63821892393321|7.57403425728297|PYCARD|2
3912|positive regulation of proteolysis (GO:0045862)|2/53|0.19642015841756|1|0|0|2.45037980887037|3.9879912980354|ATPIF1;PLK1|2
3913|plasma membrane bounded cell projection morphogenesis (GO:0120039)|2/53|0.19642015841756|1|0|0|2.45037980887037|3.9879912980354|SNX2;KIF20B|2
3914|small GTPase mediated signal transduction (GO:0007264)|3/100|0.200035522707518|1|0|0|1.94805194805195|3.13492269091154|CCNA2;DNMT1;PARK7|2
3915|protein targeting to mitochondrion (GO:0006626)|2/55|0.207665685948174|1|0|0|2.36127508854782|3.71151303762669|NDUFB8;TSPO|2
